full_name,repo_url_normalized,host,distros,n_distros,n_packages_total,resolved_via_breakdown
rst-tu-dortmund/control_box_rst,https://github.com/rst-tu-dortmund/control_box_rst,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-controls/control_msgs,https://github.com/ros-controls/control_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-controls/control_toolbox,https://github.com/ros-controls/control_toolbox,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
tier4/cudnn_cmake_module,https://github.com/tier4/cudnn_cmake_module,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
eclipse-cyclonedds/cyclonedds,https://github.com/eclipse-cyclonedds/cyclonedds,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
luxonis/depthai-core,https://github.com/luxonis/depthai-core,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-perception/depthimage_to_laserscan,https://github.com/ros-perception/depthimage_to_laserscan,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
tier4/digestible,https://github.com/tier4/digestible,github.com,humble,1,1,rosdistro_release_packages:1
ros2/domain_bridge,https://github.com/ros2/domain_bridge,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
gstavrinos/doom_ros,https://github.com/gstavrinos/doom_ros,github.com,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:3
pradyum/dual_laser_merger,https://github.com/pradyum/dual_laser_merger,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ROBOTIS-GIT/dynamixel_hardware_interface,https://github.com/ROBOTIS-GIT/dynamixel_hardware_interface,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ROBOTIS-GIT/dynamixel_interfaces,https://github.com/ROBOTIS-GIT/dynamixel_interfaces,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ROBOTIS-GIT/dynamixel-workbench-msgs,https://github.com/ROBOTIS-GIT/dynamixel-workbench-msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
eclipse-ecal/ecal,https://github.com/eclipse-ecal/ecal,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/eigen3_cmake_module,https://github.com/ros2/eigen3_cmake_module,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros/eigen_stl_containers,https://github.com/ros/eigen_stl_containers,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
stack-of-tasks/eigenpy,https://github.com/stack-of-tasks/eigenpy,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
stack-of-tasks/eiquadprog,https://github.com/stack-of-tasks/eiquadprog,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
cubicleguy/ess_imu_driver2,https://github.com/cubicleguy/ess_imu_driver2,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
ros-event-camera/event_camera_codecs,https://github.com/ros-event-camera/event_camera_codecs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-event-camera/event_camera_msgs,https://github.com/ros-event-camera/event_camera_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-event-camera/event_camera_py,https://github.com/ros-event-camera/event_camera_py,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-event-camera/event_camera_renderer,https://github.com/ros-event-camera/event_camera_renderer,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-event-camera/event_camera_tools,https://github.com/ros-event-camera/event_camera_tools,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-event-camera/event_image_reconstruction_fibar,https://github.com/ros-event-camera/event_image_reconstruction_fibar,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/example_interfaces,https://github.com/ros2/example_interfaces,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
SMRT-AIST/fast_gicp,https://github.com/SMRT-AIST/fast_gicp,github.com,humble,1,1,rosdistro_release_packages:1
JafarAbdi/feetech_ros2_driver,https://github.com/JafarAbdi/feetech_ros2_driver,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-misc-utilities/ffmpeg_encoder_decoder,https://github.com/ros-misc-utilities/ffmpeg_encoder_decoder,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-misc-utilities/ffmpeg_image_transport,https://github.com/ros-misc-utilities/ffmpeg_image_transport,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-misc-utilities/ffmpeg_image_transport_msgs,https://github.com/ros-misc-utilities/ffmpeg_image_transport_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-misc-utilities/ffmpeg_image_transport_tools,https://github.com/ros-misc-utilities/ffmpeg_image_transport_tools,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-event-camera/fibar_lib,https://github.com/ros-event-camera/fibar_lib,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
Fields2Cover/fields2cover,https://github.com/Fields2Cover/fields2cover,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros/filters,https://github.com/ros/filters,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
introlab/find-object,https://github.com/introlab/find-object,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
fkie/message_filters,https://github.com/fkie/message_filters,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
fkie/potree_rviz_plugin,https://github.com/fkie/potree_rviz_plugin,github.com,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:3
ros-misc-utilities/flex_sync,https://github.com/ros-misc-utilities/flex_sync,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
flexbe/flexbe_app,https://github.com/flexbe/flexbe_app,github.com,humble,1,1,rosdistro_repo_key_name_match:1
minipada/fluent_bit_vendor,https://github.com/minipada/fluent_bit_vendor,github.com,humble,1,1,rosdistro_repo_key_name_match:1
ForteFibre/FluentRviz,https://github.com/ForteFibre/FluentRviz,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
boschresearch/fmilibrary_vendor,https://github.com/boschresearch/fmilibrary_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
eProsima/foonathan_memory_vendor,https://github.com/eProsima/foonathan_memory_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-drivers/four_wheel_steering_msgs,https://github.com/ros-drivers/four_wheel_steering_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-misc-utilities/foxglove_compressed_video_transport,https://github.com/ros-misc-utilities/foxglove_compressed_video_transport,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
frankaemika/franka_description,https://github.com/frankaemika/franka_description,github.com,humble,1,1,rosdistro_release_packages:1
ros-event-camera/frequency_cam,https://github.com/ros-event-camera/frequency_cam,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MetroRobots/metro_gazebo_plugins,https://github.com/MetroRobots/metro_gazebo_plugins,github.com,humble,1,1,index_html_checkout_uri:1
Boeing/gazebo_no_physics_plugin,https://github.com/Boeing/gazebo_no_physics_plugin,github.com,humble,1,1,rosdistro_release_packages:1
Boeing/gazebo_planar_move_plugin,https://github.com/Boeing/gazebo_planar_move_plugin,github.com,humble,1,1,rosdistro_release_packages:1
Boeing/gazebo_set_joint_positions_plugin,https://github.com/Boeing/gazebo_set_joint_positions_plugin,github.com,humble,1,1,rosdistro_release_packages:1
ros-planning/geometric_shapes,https://github.com/ros-planning/geometric_shapes,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ament/google_benchmark_vendor,https://github.com/ament/google_benchmark_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
PickNikRobotics/graph_msgs,https://github.com/PickNikRobotics/graph_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
mikeferguson/grasping_msgs,https://github.com/mikeferguson/grasping_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
flynneva/grbl_msgs,https://github.com/flynneva/grbl_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
flynneva/grbl_ros,https://github.com/flynneva/grbl_ros,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-drivers/gscam,https://github.com/ros-drivers/gscam,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
borglab/gtsam,https://github.com/borglab/gtsam,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
tier4/hash_library_vendor,https://github.com/tier4/hash_library_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
hatchbed/hatchbed_common,https://github.com/hatchbed/hatchbed_common,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
tier4/heaphook,https://github.com/tier4/heaphook,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
HebiRobotics/hebi_cpp_api_ros,https://github.com/HebiRobotics/hebi_cpp_api_ros,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
HebiRobotics/hebi_msgs,https://github.com/HebiRobotics/hebi_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:3
damanikjosh/heightmap_spawner,https://github.com/damanikjosh/heightmap_spawner,github.com,humble|jazzy,2,1,rosdistro_repo_key_name_match:2
pal-robotics/hey5_description,https://github.com/pal-robotics/hey5_description,github.com,humble,1,1,rosdistro_release_packages:1
li9i/hitch-estimation-apriltag-array,https://github.com/li9i/hitch-estimation-apriltag-array,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
ROBOTIS-GIT/hls_lfcd_lds_driver,https://github.com/ROBOTIS-GIT/hls_lfcd_lds_driver,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
marcosvcr/hokuyo_node2,https://github.com/marcosvcr/hokuyo_node2,github.com,humble,1,1,rosdistro_repo_key_name_match:1
zengxiaolei/homing_local_planner,https://github.com/zengxiaolei/homing_local_planner,github.com,humble,1,1,rosdistro_repo_key_name_match:1
ros4hri/hri_actions_msgs,https://github.com/ros4hri/hri_actions_msgs,github.com,humble,1,1,rosdistro_release_packages:1
ros4hri/hri_face_body_matcher,https://github.com/ros4hri/hri_face_body_matcher,github.com,humble,1,1,rosdistro_release_packages:1
ros4hri/hri_face_detect,https://github.com/ros4hri/hri_face_detect,github.com,humble,1,1,rosdistro_repo_key_name_match:1
ros4hri/hri_msgs,https://github.com/ros4hri/hri_msgs,github.com,humble,1,1,rosdistro_release_packages:1
ros4hri/hri_privacy_msgs,https://github.com/ros4hri/hri_privacy_msgs,github.com,humble,1,1,rosdistro_release_packages:1
ros4hri/hri_rviz,https://github.com/ros4hri/hri_rviz,github.com,humble,1,1,rosdistro_release_packages:1
ros4hri/human_description,https://github.com/ros4hri/human_description,github.com,humble,1,1,rosdistro_release_packages:1
husarion/husarion_components_description,https://github.com/husarion/husarion_components_description,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
ignition-release/ignition_cmake2_vendor,https://github.com/ignition-release/ignition_cmake2_vendor,github.com,humble,1,1,rosdistro_release_packages:1
ignition-release/ignition_math6_vendor,https://github.com/ignition-release/ignition_math6_vendor,github.com,humble,1,1,rosdistro_release_packages:1
Nathan85001/imu_calib,https://github.com/Nathan85001/imu_calib,github.com,humble,1,1,rosdistro_release_packages:1
ros-visualization/interactive_marker_twist_server,https://github.com/ros-visualization/interactive_marker_twist_server,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/interactive_markers,https://github.com/ros-visualization/interactive_markers,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
iRobotEducation/irobot_create_msgs,https://github.com/iRobotEducation/irobot_create_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
JafarAbdi/jacro,https://github.com/JafarAbdi/jacro,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
joshnewans/joy_tester,https://github.com/joshnewans/joy_tester,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
jrl-umi3218/jrl-cmakemodules,https://github.com/jrl-umi3218/jrl-cmakemodules,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros/kdl_parser,https://github.com/ros/kdl_parser,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-tooling/keyboard_handler,https://github.com/ros-tooling/keyboard_handler,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
justagist/kinematics_interface_pinocchio,https://github.com/justagist/kinematics_interface_pinocchio,github.com,humble,1,1,rosdistro_release_packages:1
kobuki-base/kobuki_core,https://github.com/kobuki-base/kobuki_core,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
kobuki-base/kobuki_ros,https://github.com/kobuki-base/kobuki_ros,github.com,humble,1,1,rosdistro_repo_key_name_match:1
kobuki-base/kobuki_ros_interfaces,https://github.com/kobuki-base/kobuki_ros_interfaces,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
kobuki-base/kobuki_velocity_smoother,https://github.com/kobuki-base/kobuki_velocity_smoother,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-perception/laser_filters,https://github.com/ros-perception/laser_filters,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-perception/laser_geometry,https://github.com/ros-perception/laser_geometry,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-perception/laser_proc,https://github.com/ros-perception/laser_proc,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ajtudela/laser_segmentation,https://github.com/ajtudela/laser_segmentation,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-tooling/launch_frontend_py,https://github.com/ros-tooling/launch_frontend_py,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
pal-robotics/launch_pal,https://github.com/pal-robotics/launch_pal,github.com,humble,1,1,rosdistro_release_packages:1
PickNikRobotics/launch_param_builder,https://github.com/PickNikRobotics/launch_param_builder,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ROBOTIS-GIT/ld08_driver,https://github.com/ROBOTIS-GIT/ld08_driver,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
lgsvl/lgsvl_msgs,https://github.com/lgsvl/lgsvl_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
analogdevicesinc/libaditof,https://github.com/analogdevicesinc/libaditof,github.com,humble|jazzy,2,1,rosdistro_repo_key_name_match:2
ros-event-camera/libcaer_driver,https://github.com/ros-event-camera/libcaer_driver,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-event-camera/libcaer_vendor,https://github.com/ros-event-camera/libcaer_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
AutonomyLab/libcreate,https://github.com/AutonomyLab/libcreate,github.com,humble,1,1,rosdistro_release_packages:1
frankaemika/libfranka,https://github.com/frankaemika/libfranka,github.com,humble,1,1,rosdistro_release_packages:1
ethz-asl/libnabo,https://github.com/ethz-asl/libnabo,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
norlab-ulaval/libpointmatcher,https://github.com/norlab-ulaval/libpointmatcher,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
IntelRealSense/librealsense,https://github.com/IntelRealSense/librealsense,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-tooling/libstatistics_collector,https://github.com/ros-tooling/libstatistics_collector,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/libyaml_vendor,https://github.com/ros2/libyaml_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
snt-arg/lidar_situational_graphs,https://github.com/snt-arg/lidar_situational_graphs,github.com,humble,1,1,rosdistro_release_packages:1
clearpathrobotics/LMS1xx,https://github.com/clearpathrobotics/LMS1xx,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
hatchbed/log_view,https://github.com/hatchbed/log_view,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
AutonicsLiDAR/lsc_ros2_driver,https://github.com/AutonicsLiDAR/lsc_ros2_driver,github.com,humble,1,1,rosdistro_release_packages:1
uos/lvr2,https://github.com/uos/lvr2,github.com,humble|jazzy,2,1,rosdistro_repo_key_name_match:2
Neargye/magic_enum,https://github.com/Neargye/magic_enum,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-planning/navigation_msgs,https://github.com/ros-planning/navigation_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
tuw-robotics/marker_msgs,https://github.com/tuw-robotics/marker_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MarvelmindRobotics/marvelmind_ros2_upstream,https://github.com/MarvelmindRobotics/marvelmind_ros2_upstream,github.com,humble,1,1,rosdistro_release_packages:1
MarvelmindRobotics/marvelmind_ros2_msgs_release,https://github.com/MarvelmindRobotics/marvelmind_ros2_msgs_release,github.com,humble,1,1,rosdistro_release_packages:1
ros2-gbp/mavlink-gbp-release,https://github.com/ros2-gbp/mavlink-gbp-release,github.com,humble,1,1,rosdistro_release_packages:1
open-rmf/menge_vendor,https://github.com/open-rmf/menge_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/message_filters,https://github.com/ros2/message_filters,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ika-rwth-aachen/message_tf_frame_transformer,https://github.com/ika-rwth-aachen/message_tf_frame_transformer,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-event-camera/metavision_driver,https://github.com/ros-event-camera/metavision_driver,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
micro-ROS/micro_ros_msgs,https://github.com/micro-ROS/micro_ros_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/mimick_vendor,https://github.com/ros2/mimick_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MOCAP4ROS2-Project/mocap4r2_msgs,https://github.com/MOCAP4ROS2-Project/mocap4r2_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-drivers/mocap_optitrack,https://github.com/ros-drivers/mocap_optitrack,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
OrebroUniversity/mod,https://github.com/OrebroUniversity/mod,github.com,humble,1,1,rosdistro_release_packages:1
MOLAorg/mola_common,https://github.com/MOLAorg/mola_common,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MOLAorg/mola_gnss_to_markers,https://github.com/MOLAorg/mola_gnss_to_markers,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MOLAorg/mola_imu_preintegration,https://github.com/MOLAorg/mola_imu_preintegration,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MOLAorg/mola_lidar_odometry,https://github.com/MOLAorg/mola_lidar_odometry,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MOLAorg/mola_sm_loop_closure,https://github.com/MOLAorg/mola_sm_loop_closure,github.com,humble,1,1,rosdistro_repo_key_name_match:1
MOLAorg/mola_test_datasets,https://github.com/MOLAorg/mola_test_datasets,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-planning/moveit_msgs,https://github.com/ros-planning/moveit_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-planning/moveit_visual_tools,https://github.com/ros-planning/moveit_visual_tools,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MOLAorg/mp2p_icp,https://github.com/MOLAorg/mp2p_icp,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
mrpt-ros-pkg/mrpt_msgs,https://github.com/mrpt-ros-pkg/mrpt_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MRPT/mrpt_path_planning,https://github.com/MRPT/mrpt_path_planning,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
KIT-MRT/mrt_cmake_modules,https://github.com/KIT-MRT/mrt_cmake_modules,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
pal-robotics/mujoco_vendor,https://github.com/pal-robotics/mujoco_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
yukkysaito/multiple_topic_monitor,https://github.com/yukkysaito/multiple_topic_monitor,github.com,humble,1,1,rosdistro_release_packages:1
MRPT/mvsim,https://github.com/MRPT/mvsim,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
2b-t/myactuator_rmd,https://github.com/2b-t/myactuator_rmd,github.com,humble,1,1,rosdistro_repo_key_name_match:1
Chroma-CITI/namosim,https://github.com/Chroma-CITI/namosim,github.com,humble,1,1,rosdistro_release_packages:1
Simple-Robotics/nanoeigenpy,https://github.com/Simple-Robotics/nanoeigenpy,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ijnek/nao_button_sim,https://github.com/ijnek/nao_button_sim,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-naoqi/nao_meshes2,https://github.com/ros-naoqi/nao_meshes2,github.com,humble,1,1,rosdistro_release_packages:1
ros-naoqi/naoqi_bridge_msgs2,https://github.com/ros-naoqi/naoqi_bridge_msgs2,github.com,humble,1,1,rosdistro_release_packages:1
ros-naoqi/naoqi_driver2,https://github.com/ros-naoqi/naoqi_driver2,github.com,humble,1,1,rosdistro_release_packages:1
ros-naoqi/libqi,https://github.com/ros-naoqi/libqi,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
ros-naoqi/libqicore,https://github.com/ros-naoqi/libqicore,github.com,humble,1,1,rosdistro_release_packages:1
MetroRobots/the_navigation_gauntlet,https://github.com/MetroRobots/the_navigation_gauntlet,github.com,humble,1,1,index_html_checkout_uri:1
koide3/ndt_omp,https://github.com/koide3/ndt_omp,github.com,humble,1,1,rosdistro_release_packages:1
neobotix/neo_nav2_bringup,https://github.com/neobotix/neo_nav2_bringup,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
nerian-vision/nerian_stereo_ros2,https://github.com/nerian-vision/nerian_stereo_ros2,github.com,humble,1,1,rosdistro_release_packages:1
brow1633/network_bridge,https://github.com/brow1633/network_bridge,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
astuff/network_interface,https://github.com/astuff/network_interface,github.com,humble,1,1,rosdistro_release_packages:1
ADVRHumanoids/nicla_vision_ros2,https://github.com/ADVRHumanoids/nicla_vision_ros2,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
open-rmf/nlohmann_json_schema_validator_vendor,https://github.com/open-rmf/nlohmann_json_schema_validator_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
OUXT-Polaris/nmea_hardware_interface,https://github.com/OUXT-Polaris/nmea_hardware_interface,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-drivers/nmea_msgs,https://github.com/ros-drivers/nmea_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-drivers/nmea_navsat_driver,https://github.com/ros-drivers/nmea_navsat_driver,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
nobleo/nobleo_socketcan_bridge,https://github.com/nobleo/nobleo_socketcan_bridge,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:2;rosdistro_repo_key_name_match:1
osrf/nodl_to_policy,https://github.com/osrf/nodl_to_policy,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
SteveMacenski/nonpersistent_voxel_layer-release,https://github.com/SteveMacenski/nonpersistent_voxel_layer-release,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
vooon/ntpd_driver,https://github.com/vooon/ntpd_driver,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
LORD-MicroStrain/ntrip_client,https://github.com/LORD-MicroStrain/ntrip_client,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
Geson-anko/numpy_ndarray_msgs,https://github.com/Geson-anko/numpy_ndarray_msgs,github.com,humble|jazzy,2,1,rosdistro_repo_key_name_match:2
wg-perception/object_recognition_msgs,https://github.com/wg-perception/object_recognition_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
octomap/octomap_msgs,https://github.com/octomap/octomap_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
OctoMap/octomap_ros,https://github.com/OctoMap/octomap_ros,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
OctoMap/octomap_rviz_plugins,https://github.com/OctoMap/octomap_rviz_plugins,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
gstavrinos/odom_to_tf_ros2,https://github.com/gstavrinos/odom_to_tf_ros2,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
olive-robotics/olive-ros2-interfaces,https://github.com/olive-robotics/olive-ros2-interfaces,github.com,humble,1,1,rosdistro_release_packages:1
ros2-gbp/ompl-release,https://github.com/ros2-gbp/ompl-release,github.com,humble,1,1,rosdistro_release_packages:1
ros-perception/perception_open3d,https://github.com/ros-perception/perception_open3d,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-event-camera/openeb_vendor,https://github.com/ros-event-camera/openeb_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-drivers/openni2_camera,https://github.com/ros-drivers/openni2_camera,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2-gbp/ortools_vendor-release,https://github.com/ros2-gbp/ortools_vendor-release,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
tier4/osqp_vendor,https://github.com/tier4/osqp_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
osrf/osrf_pycommon,https://github.com/osrf/osrf_pycommon,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
pal-robotics/pal_gazebo_plugins,https://github.com/pal-robotics/pal_gazebo_plugins,github.com,humble,1,1,rosdistro_release_packages:1
pal-robotics/pal_gazebo_worlds,https://github.com/pal-robotics/pal_gazebo_worlds,github.com,humble,1,1,rosdistro_release_packages:1
pal-robotics/pal_maps,https://github.com/pal-robotics/pal_maps,github.com,humble,1,1,rosdistro_release_packages:1
pal-robotics/pal_sea_arm_moveit_config,https://github.com/pal-robotics/pal_sea_arm_moveit_config,github.com,humble,1,1,rosdistro_release_packages:1
pal-robotics/pal_urdf_utils,https://github.com/pal-robotics/pal_urdf_utils,github.com,humble,1,1,rosdistro_release_packages:1
stevenlovegrove/Pangolin,https://github.com/stevenlovegrove/Pangolin,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ForteFibre/parameter_expression,https://github.com/ForteFibre/parameter_expression,github.com,humble|jazzy,2,1,rosdistro_repo_key_name_match:1;rosdistro_release_packages:1
ros-perception/pcl_msgs,https://github.com/ros-perception/pcl_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-naoqi/pepper_meshes2,https://github.com/ros-naoqi/pepper_meshes2,github.com,humble,1,1,rosdistro_release_packages:1
ros2/performance_test_fixture,https://github.com/ros2/performance_test_fixture,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
fujitatomoya/ros2_persist_parameter_server,https://github.com/fujitatomoya/ros2_persist_parameter_server,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
PickNikRobotics/pick_ik,https://github.com/PickNikRobotics/pick_ik,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2-gbp/picknik_ament_copyright-release,https://github.com/ros2-gbp/picknik_ament_copyright-release,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
stack-of-tasks/pinocchio,https://github.com/stack-of-tasks/pinocchio,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
