Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,contributors_count,commits_count,size,subscribers_count,watchers_count,languages,full_name,distros_present
gazebo_no_physics_plugin,Boeing,Gazebo plugin to disable physics. Allows for direct simulation of sensors and model link positions without physics updates.,https://github.com/Boeing/gazebo_no_physics_plugin,20,1,0,2,ros;ros2,Apache-2.0,True,False,False,False,False,4,16,20,3,1,CMake;C++,Boeing/gazebo_no_physics_plugin,humble
gazebo_planar_move_plugin,Boeing,Gazebo plugin for performing planar movements with models. Replaces upstream equivalent to allow additional configuration and better performance.,https://github.com/Boeing/gazebo_planar_move_plugin,102,1,1,0,ros;ros2,Apache-2.0,True,False,False,False,False,9,123,102,3,1,C++;Python;CMake,Boeing/gazebo_planar_move_plugin,humble
gazebo_set_joint_positions_plugin,Boeing,Gazebo 11 ROS simulation plugin for setting a robot model joint state to the values provided by a JointState ROS message.,https://github.com/Boeing/gazebo_set_joint_positions_plugin,116,3,1,1,ros;ros2,Apache-2.0,True,False,False,False,False,8,134,116,2,3,C++;Python;CMake,Boeing/gazebo_set_joint_positions_plugin,humble
geometric_shapes,ros-planning,Representation of geometric shapes,https://github.com/moveit/geometric_shapes,533,59,95,3,,BSD-3-Clause,True,True,False,False,False,44,407,533,21,59,C++;CMake;Shell;C,moveit/geometric_shapes,humble|jazzy|kilted
google_benchmark_vendor,ament,Vendor package for providing Google Benchmark,https://github.com/ament/google_benchmark_vendor,49,1,7,2,,Apache-2.0,False,True,False,False,False,13,46,49,15,1,CMake,ament/google_benchmark_vendor,humble|jazzy|kilted
graph_msgs,PickNikRobotics,ROS messages for publishing graphs of different data types,https://github.com/PickNikRobotics/graph_msgs,22,8,7,0,,,True,False,False,False,False,2,18,22,19,8,CMake,PickNikRobotics/graph_msgs,humble|jazzy|kilted
grasping_msgs,mikeferguson,Messages for describing objects and how to grasp them,https://github.com/mikeferguson/grasping_msgs,10,1,6,0,grasping;manipulation;robotics;ros;ros2,BSD-3-Clause,True,False,False,False,False,2,15,10,4,1,CMake,mikeferguson/grasping_msgs,humble|jazzy|kilted
grbl_msgs,flynneva,Interfaces for the grbl_ros package,https://github.com/flynneva/grbl_msgs,17,0,1,0,,MIT,True,True,False,False,False,1,21,17,1,0,CMake,flynneva/grbl_msgs,humble|jazzy|kilted
grbl_ros,flynneva,ROS2 node for interfacing with a GRBL device,https://github.com/flynneva/grbl_ros,695,20,13,5,cnc;gcode;grbl;robotics;ros;ros2,MIT,True,True,False,False,False,1,282,695,3,20,Python,flynneva/grbl_ros,humble|jazzy|kilted
greenwave_monitor,NVIDIA-ISAAC-ROS,ROS 2 Topic Monitoring,https://github.com/NVIDIA-ISAAC-ROS/greenwave_monitor,4309,202,12,5,,Apache-2.0,True,False,False,False,False,2,19,4309,2,202,Python;C++;Shell;CMake,NVIDIA-ISAAC-ROS/greenwave_monitor,humble|jazzy|kilted
grid_map_geo,ethz-asl,Geolocalization for grid map using GDAL. ,https://github.com/ethz-asl/grid_map_geo,4303,159,21,7,,BSD-3-Clause,True,False,False,False,False,5,74,4303,6,159,C++;CMake;Python;Shell;Dockerfile;Makefile,ethz-asl/grid_map_geo,humble
gscam,ros-drivers,ROS Camera driver for GStreamer-based video streams.,https://github.com/ros-drivers/gscam,144,160,190,52,,,True,False,False,False,False,10,108,144,14,160,C++;CMake;Shell;Makefile,ros-drivers/gscam,humble|jazzy|kilted
gtsam,borglab,"GTSAM is a library of C++ classes that implement smoothing and mapping (SAM) in robotics and vision, using factor graphs and Bayes networks as the underlying computing paradigm rather than sparse matrices.",https://github.com/borglab/gtsam,97499,3288,904,137,estimation;perception;robotics;sensorfusion,Other,True,False,False,False,False,208,20296,97499,57,3288,Jupyter Notebook;C++;Python;MATLAB;SWIG;CMake;C;Makefile;Batchfile;Shell;Wolfram Language;Go Template;Dockerfile;XSLT;Gnuplot,borglab/gtsam,humble|jazzy|kilted
hash_library_vendor,tier4,,https://github.com/tier4/hash_library_vendor,20,3,0,1,,Apache-2.0,True,True,False,False,False,4,10,20,44,3,CMake,tier4/hash_library_vendor,humble|jazzy|kilted
hatchbed_common,hatchbed,Utility C++ code for registering and handling updates to ROS parameters.,https://github.com/hatchbed/hatchbed_common,71,4,3,3,,BSD-3-Clause,True,False,False,False,False,2,13,71,3,4,C++;CMake,hatchbed/hatchbed_common,humble|jazzy|kilted
heaphook,tier4,Replace all the dynamic heap allocation functions by LD_PRELOAD.,https://github.com/tier4/heaphook,54,25,5,3,ldpreload;malloc;ros2,Apache-2.0,True,False,False,False,False,4,40,54,46,25,C++;Python;CMake,tier4/heaphook,humble|jazzy|kilted
hebi_cpp_api_ros,HebiRobotics,"The HEBI C++ API, wrapped as a ROS 2 package",https://github.com/HebiRobotics/hebi_cpp_api_ros,80031,4,5,2,,Apache-2.0,False,False,False,False,False,4,65,80031,7,4,C++;C;CMake,HebiRobotics/hebi_cpp_api_ros,humble|jazzy|kilted
hebi_msgs,HebiRobotics,,https://github.com/HebiRobotics/hebi_msgs,24,0,1,0,,Apache-2.0,True,False,False,False,False,2,20,24,5,0,CMake,HebiRobotics/hebi_msgs,humble|jazzy|kilted
heightmap_spawner,damanikjosh,A ROS 2 package that converts occupancy grids from nav2_map_server into 3D heightmap models for use in Gazebo simulations.,https://github.com/damanikjosh/heightmap_spawner,214,19,4,0,,MIT,True,False,False,False,False,1,9,214,2,19,C++;Python;CMake,damanikjosh/heightmap_spawner,humble|jazzy
hey5_description,pal-robotics,,https://github.com/pal-robotics/hey5_description,830,3,2,0,,Apache-2.0,True,True,False,False,False,6,92,830,6,3,CMake,pal-robotics/hey5_description,humble
hitch-estimation-apriltag-array,li9i,Estimate the angle between a mobile base and its hitched trailer via April tag pose estimation,https://github.com/li9i/hitch-estimation-apriltag-array,1780,0,1,0,apriltag;hitch;ros2-humble,BSD-3-Clause,True,False,False,False,False,1,8,1780,0,0,Python;CMake,li9i/hitch-estimation-apriltag-array,humble|jazzy
hls_lfcd_lds_driver,ROBOTIS-GIT,ROS package for HLDS HLS-LFCD LDS driver ,https://github.com/ROBOTIS-GIT/hls_lfcd_lds_driver,138,100,78,1,distance;laser;navigation;package;robotis;ros;sensor;slam,BSD-3-Clause,True,False,False,False,False,9,115,138,20,100,C++;Python;CMake;Makefile,ROBOTIS-GIT/hls_lfcd_lds_driver,humble|jazzy|kilted
hokuyo_node2,marcosvcr,,https://github.com/marcosvcr/hokuyo_node2,635,0,0,0,,MIT,True,False,False,False,False,1,17,635,1,0,C++;CMake,marcosvcr/hokuyo_node2,humble
homing_local_planner,zengxiaolei,"A simple, easy-to-use, and effective path tracking planner.",https://github.com/zengxiaolei/homing_local_planner,11159,41,14,1,movebase;planner;plugins;robotics;ros-navigation;ros-noetic;ros-packages;ros2-foxy;ros2-humble;trajectory-planning;trajectory-tracking;webots-simulations,BSD-3-Clause,True,False,False,False,False,1,4,11159,2,41,C++;Python;CMake,zengxiaolei/homing_local_planner,humble
hri_actions_msgs,ros4hri,,https://github.com/ros4hri/hri_actions_msgs,52,0,1,1,,BSD-3-Clause,True,False,False,False,False,4,60,52,0,0,CMake,ros4hri/hri_actions_msgs,humble
hri_face_body_matcher,ros4hri,,https://github.com/ros4hri/hri_face_body_matcher,67,0,0,0,,Apache-2.0,True,True,False,False,False,3,47,67,0,0,C++;Python;CMake,ros4hri/hri_face_body_matcher,humble
hri_face_detect,ros4hri,"A ROS4HRI-conformant node to detect and track faces, extract facial landmarks, and estimate head 3D pose",https://github.com/ros4hri/hri_face_detect,4113,9,7,6,,Apache-2.0,True,True,False,False,False,4,161,4113,0,9,C++;Python;CMake,ros4hri/hri_face_detect,humble
hri_msgs,ros4hri,"A set of HRI-related ROS message, conformant with the ROS4HRI specification",https://github.com/ros4hri/hri_msgs,120,5,9,1,,Apache-2.0,True,True,False,False,False,5,182,120,1,5,CMake,ros4hri/hri_msgs,humble
hri_privacy_msgs,ros4hri,,https://github.com/ros4hri/hri_privacy_msgs,12,0,0,0,,Apache-2.0,True,False,False,False,False,1,13,12,0,0,CMake,ros4hri/hri_privacy_msgs,humble
hri_rviz,ros4hri,A set of RViz plugins to display HRI-related ROS messages and 3D human skeletons,https://github.com/ros4hri/hri_rviz,980,20,3,1,,Apache-2.0,True,True,False,False,False,4,86,980,1,20,C++;CMake,ros4hri/hri_rviz,humble
human_description,ros4hri,"A parametric kinematic model of humans, in ROS URDF format",https://github.com/ros4hri/human_description,123,8,5,1,,Apache-2.0,True,True,False,False,False,1,11,123,0,8,Python;CMake,ros4hri/human_description,humble
husarion_components_description,husarion,URDF models for sensors and hardware components used with Husarion mobile robots.,https://github.com/husarion/husarion_components_description,3280,0,3,1,,Apache-2.0,True,False,False,False,False,6,23,3280,0,0,Python;CMake;Shell,husarion/husarion_components_description,humble|jazzy
ignition_cmake2_vendor,ignition-release,Vendor package for providing ign-cmake2 in ROS 2,https://github.com/gazebo-release/gz_cmake2_vendor,23,2,5,0,,Apache-2.0,False,True,False,False,False,6,18,23,2,2,CMake,gazebo-release/gz_cmake2_vendor,humble
ignition_math6_vendor,ignition-release,Vendor package for providing ign-math6 in ROS 2 ,https://github.com/gazebo-release/gz_math6_vendor,16,1,6,2,,Apache-2.0,False,True,False,False,False,5,17,16,2,1,CMake,gazebo-release/gz_math6_vendor,humble
imu_calib,Nathan85001,ROS package for computing and applying IMU calibration parameters,https://github.com/Nathan85001/imu_calib,52,8,1,0,,BSD-3-Clause,True,False,False,False,False,1,16,52,0,8,C++;CMake,Nathan85001/imu_calib,humble
interactive_marker_twist_server,ros-visualization,Generic interactive marker server for Twist robots.,https://github.com/ros-visualization/interactive_marker_twist_server,209,5,25,5,,BSD-3-Clause,True,True,False,False,False,15,209,209,5,5,C++;Python;CMake,ros-visualization/interactive_marker_twist_server,humble|jazzy|kilted
interactive_markers,ros-visualization,Interactive marker library for RViz and similar visualizers.,https://github.com/ros-visualization/interactive_markers,7260,40,64,1,,BSD-3-Clause,False,True,False,False,False,32,216,7260,7,40,C++;Python;CMake,ros-visualization/interactive_markers,humble|jazzy|kilted
irobot_create_msgs,iRobotEducation,"Action, message and service definitions used by the iRobot® Create® Platform",https://github.com/iRobotEducation/irobot_create_msgs,37,36,12,2,,BSD-3-Clause,True,False,False,False,False,4,41,37,11,36,CMake,iRobotEducation/irobot_create_msgs,humble|jazzy|kilted
jacro,JafarAbdi,,https://github.com/JafarAbdi/jacro,27,0,0,3,,BSD-3-Clause,True,False,False,False,False,2,13,27,1,0,Python;CMake;Jinja,JafarAbdi/jacro,humble|jazzy|kilted
joy_tester,joshnewans,Tool for testing joysticks in ROS,https://github.com/joshnewans/joy_tester,14,17,16,1,,Apache-2.0,True,True,False,False,False,1,10,14,1,17,Python,joshnewans/joy_tester,humble|jazzy|kilted
jrl-cmakemodules,jrl-umi3218,CMake utility toolbox,https://github.com/jrl-umi3218/jrl-cmakemodules,5985,74,57,20,,Other,True,False,False,False,False,33,1836,5985,36,74,CMake;Python;Perl;Shell;Rich Text Format;Makefile;TeX;CSS;Nix;C++;Awk;Linker Script,jrl-umi3218/jrl-cmakemodules,humble|jazzy|kilted
kdl_parser,ros,kdl_parser provides C++ tools to construct a KDL tree from an XML robot representation in URDF.,https://github.com/ros/kdl_parser,3445,81,79,3,,BSD-3-Clause,True,True,False,False,False,48,825,3445,7,81,C++;CMake,ros/kdl_parser,humble|jazzy|kilted
keyboard_handler,ros-tooling,Cross-platform lightweight keyboard handling library with ROS integration,https://github.com/ros-tooling/keyboard_handler,139,13,7,0,,Apache-2.0,True,True,False,False,False,14,75,139,11,13,C++;CMake,ros-tooling/keyboard_handler,humble|jazzy|kilted
kinematics_interface_pinocchio,justagist,A Pinocchio-based ROS2 Kinematics Interface implementation. This plugin can be used instead of the default KDL implementation shipped with default ROS installations.,https://github.com/justagist/kinematics_interface_pinocchio,28,19,6,2,inverse-kinematics;kinematics;kinematics-interface;pinocchio;ros2;ros2-control;ros2-humble,Apache-2.0,True,False,False,False,False,3,10,28,2,19,C++;CMake,justagist/kinematics_interface_pinocchio,humble
kobuki_core,kobuki-base,C++ drivers and utilities for the kobuki base,https://github.com/kobuki-base/kobuki_core,44825,20,15,8,c-plus-plus;kobuki;robotics,Other,True,False,False,False,False,14,1391,44825,5,20,C++;CMake,kobuki-base/kobuki_core,humble|jazzy|kilted
kobuki_ros,kobuki-base,"ROS2 runtime libraries, nodes and launchers for the Kobuki",https://github.com/kobuki-base/kobuki_ros,7690,84,42,12,,,True,False,False,False,False,22,1413,7690,5,84,C++;Python;CMake;Shell,kobuki-base/kobuki_ros,humble
kobuki_ros_interfaces,kobuki-base,ROS 2 interfaces for kobuki,https://github.com/kobuki-base/kobuki_ros_interfaces,157,8,6,1,kobuki;robotics;ros2,,True,False,False,False,False,6,71,157,1,8,CMake,kobuki-base/kobuki_ros_interfaces,humble|jazzy|kilted
kobuki_velocity_smoother,kobuki-base,Velocity smoother for ROS 2 robots,https://github.com/kobuki-base/kobuki_velocity_smoother,100,23,12,3,c-plus-plus;robotics;ros2,Other,True,False,False,False,False,2,30,100,4,23,C++;Python;CMake,kobuki-base/kobuki_velocity_smoother,humble|jazzy|kilted
laser_filters,ros-perception,"Assorted filters designed to operate on 2D planar laser scanners, which use the sensor_msgs/LaserScan type.",https://github.com/ros-perception/laser_filters,616,214,218,38,,BSD-3-Clause,False,False,False,False,False,49,392,616,11,214,C++;Python;CMake,ros-perception/laser_filters,humble|jazzy|kilted
laser_geometry,ros-perception,Provides the LaserProjection class for turning laser scan data into point clouds.,https://github.com/ros-perception/laser_geometry,225,161,117,6,,BSD-3-Clause,False,True,False,False,False,37,199,225,15,161,C++;Python;CMake,ros-perception/laser_geometry,humble|jazzy|kilted
laser_proc,ros-perception,Converts representations of sensor_msgs/LaserScan and sensor_msgs/MultiEchoLaserScan,https://github.com/ros-perception/laser_proc,43,8,18,0,,,True,False,False,False,False,5,24,43,12,8,C++;CMake,ros-perception/laser_proc,humble|jazzy|kilted
laser_segmentation,ajtudela,"Implementation of differents algorithms for segmentation of laserscans, splitting them into subsets of beams, with a ROS2 interface. ",https://github.com/ajtudela/laser_segmentation,154,39,5,1,laser;ros;ros2;segmentation,Apache-2.0,True,False,False,False,False,2,62,154,3,39,C++;CMake;Python,ajtudela/laser_segmentation,humble|jazzy|kilted
launch_frontend_py,ros-tooling,Python frontend for ROS 2 launchfiles - a la YAML/XML,https://github.com/ros-tooling/launch_frontend_py,35,14,0,3,,Apache-2.0,True,True,False,False,False,1,15,35,2,14,Python;CMake,ros-tooling/launch_frontend_py,humble|jazzy|kilted
launch_pal,pal-robotics,,https://github.com/pal-robotics/launch_pal,359,3,4,3,,Apache-2.0,True,True,False,False,False,16,355,359,4,3,Python;Jinja,pal-robotics/launch_pal,humble
launch_param_builder,PickNikRobotics,Python library for loading parameters in launch files,https://github.com/PickNikRobotics/launch_param_builder,40,12,10,8,,BSD-3-Clause,True,True,False,False,False,4,13,40,2,12,Python,PickNikRobotics/launch_param_builder,humble|jazzy|kilted
ld08_driver,ROBOTIS-GIT,ROS package for TurtleBot3 LD08 Lidar,https://github.com/ROBOTIS-GIT/ld08_driver,95,11,29,0,,Apache-2.0,True,True,False,False,False,4,44,95,3,11,C++;CMake;Python,ROBOTIS-GIT/ld08_driver,humble|jazzy|kilted
lgsvl_msgs,lgsvl,2D & 3D ground truth ROS Messages for SVL Simulator,https://github.com/lgsvl/lgsvl_msgs,29,9,22,0,apollo;autonomous;autoware;baidu;lgsvl;ros;ros-indigo;ros-kinetic;ros-melodic;ros-messages;ros2;simulator;vehicle,BSD-3-Clause,True,False,False,False,False,5,27,29,10,9,CMake,lgsvl/lgsvl_msgs,humble|jazzy|kilted
libaditof,analogdevicesinc,The ADI Time of Flight C++ library for CMOS 3D cameras,https://github.com/analogdevicesinc/libaditof,149093,4,8,2,,MIT,True,False,False,False,False,31,2388,149093,3,4,C++;C;CMake;Shell;Python;PowerShell;Dockerfile,analogdevicesinc/libaditof,humble|jazzy
libcaer_driver,ros-event-camera,ROS driver for event based sensors using libcaer,https://github.com/ros-event-camera/libcaer_driver,196,8,5,2,,Apache-2.0,True,True,False,False,False,3,53,196,2,8,C++;Python;CMake,ros-event-camera/libcaer_driver,humble|jazzy|kilted
libcaer_vendor,ros-event-camera,wrapper package for libcaer,https://github.com/ros-event-camera/libcaer_vendor,10,0,1,0,,Apache-2.0,True,False,False,False,False,1,2,10,2,0,CMake,ros-event-camera/libcaer_vendor,humble|jazzy|kilted
libcreate,AutonomyLab,C++ library for interfacing with the iRobot Create 1 and 2.,https://github.com/AutonomyLab/libcreate,164,49,82,8,hacktoberfest,BSD-3-Clause,True,False,False,False,False,13,131,164,8,49,C++;CMake,AutonomyLab/libcreate,humble
libfranka,frankaemika,C++ client library to control Franka robots in real-time ,https://github.com/frankarobotics/libfranka,19190,376,223,21,,Apache-2.0,True,False,False,False,False,24,1694,19190,19,376,C++;Python;CMake;Shell;Dockerfile;C;Makefile,frankarobotics/libfranka,humble
libnabo,ethz-asl,A fast K Nearest Neighbor library for low-dimensional spaces,https://github.com/norlab-ulaval/libnabo,1902,481,151,37,,BSD-3-Clause,True,False,False,True,False,25,386,1902,36,481,C++;Shell;CMake;C;Python,norlab-ulaval/libnabo,humble|jazzy|kilted
libpointmatcher,norlab-ulaval,An Iterative Closest Point (ICP) library for 2D and 3D mapping in Robotics,https://github.com/norlab-ulaval/libpointmatcher,21981,1783,565,99,libnabo;libpointmatcher;lidar;point-clouds;robotics;ros;ubuntu,BSD-3-Clause,True,False,False,True,False,63,1985,21981,77,1783,C++;Jupyter Notebook;Shell;CMake;Python,norlab-ulaval/libpointmatcher,humble|jazzy|kilted
librealsense,IntelRealSense,RealSense SDK,https://github.com/realsenseai/librealsense,278291,8524,4971,446,camera-api;computer-vision;developer-kits;hardware;library;librealsense;sdk,Apache-2.0,True,True,True,True,False,303,21139,278291,275,8524,C++;C;Python;C#;Java;CMake;Shell;MATLAB;Cuda;ShaderLab;PowerShell;Dockerfile,realsenseai/librealsense,humble|jazzy|kilted
libstatistics_collector,ros-tooling,ROS 2 library providing classes to collect measurements and calculate statistics across them.,https://github.com/ros-tooling/libstatistics_collector,295,38,23,4,,Apache-2.0,True,True,False,False,False,22,176,295,11,38,C++;CMake,ros-tooling/libstatistics_collector,humble|jazzy|kilted
libyaml_vendor,ros2,CMake wrapper downloading and building libyaml,https://github.com/ros2/libyaml_vendor,77,3,17,0,,Apache-2.0,True,True,False,False,False,22,73,77,18,3,C++;CMake,ros2/libyaml_vendor,humble|jazzy|kilted
lidar_situational_graphs,snt-arg,Repository to generate in real-time Situational Graphs (S-Graphs) for robot pose and map optimization using 3D LiDAR Data,https://github.com/snt-arg/lidar_situational_graphs,103801,305,34,0,,GPL-3.0,True,False,False,False,False,19,1352,103801,9,305,C++;Python;CMake;Dockerfile;Shell,snt-arg/lidar_situational_graphs,humble
LMS1xx,clearpathrobotics,Driver for SICK LMS1xx. Based on https://github.com/RCPRG-ros-pkg/RCPRG_laser_drivers,https://github.com/clearpathrobotics/LMS1xx,282,58,99,23,,,True,False,False,False,False,16,111,282,49,58,C++;Python;C;CMake,clearpathrobotics/LMS1xx,humble|jazzy
log_view,hatchbed,log_view provides a ncurses based terminal GUI for viewing and filtering published ROS log messages.,https://github.com/hatchbed/log_view,52,61,8,6,,BSD-3-Clause,True,False,False,False,False,2,20,52,4,61,C++;CMake,hatchbed/log_view,humble|jazzy|kilted
lsc_ros2_driver,AutonicsLiDAR,ROS2 Driver for LSC Series,https://github.com/AutonicsLiDAR/lsc_ros2_driver,1529,3,2,2,,BSD-3-Clause,True,False,False,False,False,1,12,1529,0,3,C++;Python;CMake,AutonicsLiDAR/lsc_ros2_driver,humble
lvr2,uos,Las Vegas Reconstruction 2.0,https://github.com/uos/lvr2,182532,151,21,3,large-scale;point-cloud;reconstruction;surfaces;triangle-mesh,BSD-3-Clause,True,False,False,False,False,58,8500,182532,13,151,C++;CMake;Cuda;C;Shell;Python;Makefile;Nix,uos/lvr2,humble|jazzy
magic_enum,Neargye,"Static reflection for enums (to string, from string, iteration) for modern C++, work with any enum type without any macro or boilerplate code",https://github.com/Neargye/magic_enum,788,5940,534,20,c-plus-plus;c-plus-plus-17;cplusplus;cplusplus-17;cpp;cpp17;enum;enum-to-string;header-only;metaprogramming;no-dependencies;reflection;serialization;single-file;string-to-enum,MIT,True,False,False,False,False,74,610,788,68,5940,C++;CMake;Dockerfile;Meson;Starlark;Shell,Neargye/magic_enum,humble|jazzy|kilted
navigation_msgs,ros-planning,Message packages required by the navigation stack,https://github.com/ros-planning/navigation_msgs,54,45,52,4,,,True,False,False,False,False,16,60,54,19,45,CMake,ros-planning/navigation_msgs,humble|jazzy|kilted
marker_msgs,tuw-robotics,ROS message to discribe detected marker and the sensor,https://github.com/tuw-robotics/marker_msgs,25,2,8,0,,BSD-2-Clause,True,False,False,False,False,2,36,25,6,2,CMake,tuw-robotics/marker_msgs,humble|jazzy|kilted
marvelmind_ros2_upstream,MarvelmindRobotics,Marvelmind ROS2 package upstream repository,https://github.com/MarvelmindRobotics/marvelmind_ros2_upstream,45,0,2,0,,BSD-2-Clause,True,False,False,False,False,2,10,45,0,0,C;C++;Python;CMake;Shell;Batchfile,MarvelmindRobotics/marvelmind_ros2_upstream,humble
marvelmind_ros2_msgs_release,MarvelmindRobotics,Marvelmind ROS2 messages,https://github.com/MarvelmindRobotics/marvelmind_ros2_msgs_release,23,0,1,0,,,True,False,False,False,False,1,1,23,0,0,,MarvelmindRobotics/marvelmind_ros2_msgs_release,humble
mavlink-gbp-release,ros2-gbp,,https://github.com/ros2-gbp/mavlink-gbp-release,11383,1,5,0,,,True,False,False,False,False,12,1294,11383,2,1,CMake;C,ros2-gbp/mavlink-gbp-release,humble
menge_vendor,open-rmf,Modified menge lib for colcon build,https://github.com/open-rmf/menge_vendor,1339,3,5,1,,Apache-2.0,True,False,False,False,False,5,17,1339,15,3,C++;C;Objective-C;CMake,open-rmf/menge_vendor,humble|jazzy|kilted
message_filters,ros2,,https://github.com/ros2/message_filters,725,106,88,22,,BSD-3-Clause,True,True,False,False,False,65,464,725,21,106,C++;Python;CMake,ros2/message_filters,humble|jazzy|kilted
message_tf_frame_transformer,ika-rwth-aachen,ROS Node to transform messages of arbitrary type to a different frame using tf2::doTransform,https://github.com/ika-rwth-aachen/message_tf_frame_transformer,65,19,6,1,ros;ros2,MIT,True,False,False,False,False,3,70,65,2,19,C++;CMake,ika-rwth-aachen/message_tf_frame_transformer,humble|jazzy|kilted
metavision_driver,ros-event-camera,driver for event based cameras using the MetaVision SDK (Prophesee and CenturyArk),https://github.com/ros-event-camera/metavision_driver,2343,59,16,3,,Apache-2.0,True,True,False,False,False,5,199,2343,5,59,C++;Python;CMake,ros-event-camera/metavision_driver,humble|jazzy|kilted
micro_ros_msgs,micro-ROS,"Collection of ROS 2 message definitions used throughout the implementation of micro-ROS, both in the agent and client endpoints.",https://github.com/micro-ROS/micro_ros_msgs,42,13,23,2,,Apache-2.0,True,True,False,False,True,5,17,42,3,13,CMake,micro-ROS/micro_ros_msgs,humble|jazzy|kilted
mimick_vendor,ros2,,https://github.com/ros2/mimick_vendor,53,2,18,2,,Apache-2.0,True,True,False,False,False,15,73,53,16,2,CMake,ros2/mimick_vendor,humble|jazzy|kilted
mir_robot,DFKI-NI,ROS support for the MiR Robots. This is a community project to use the MiR Robots with ROS. It is not affiliated with Mobile Industrial Robots.,https://github.com/DFKI-NI/mir_robot,3261,263,173,11,,BSD-3-Clause,True,False,False,False,False,8,310,3261,16,263,Python;C++;MATLAB;CMake,DFKI-NI/mir_robot,humble|jazzy|kilted
mocap4r2_msgs,MOCAP4ROS2-Project,,https://github.com/MOCAP4ROS2-Project/mocap4r2_msgs,38,6,16,0,,Apache-2.0,True,False,False,False,False,4,54,38,1,6,CMake,MOCAP4ROS2-Project/mocap4r2_msgs,humble|jazzy|kilted
mocap_optitrack,ros-drivers,ROS nodes for working with the NaturalPoint Optitrack motion capture setup,https://github.com/ros-drivers/mocap_optitrack,193,110,149,14,,,False,False,False,False,False,11,82,193,15,110,C++;Python;CMake,ros-drivers/mocap_optitrack,humble|jazzy
mod,OrebroUniversity,Maps of Dynamics repository,https://github.com/OrebroUniversity/mod,79,0,0,0,,LGPL-3.0,False,False,False,False,False,1,53,79,8,0,C++;CMake,OrebroUniversity/mod,humble
mola_common,MOLAorg,Common CMake scripts to all MOLA modules,https://github.com/MOLAorg/mola_common,122,0,4,0,,BSD-3-Clause,True,False,False,False,False,1,94,122,1,0,CMake,MOLAorg/mola_common,humble|jazzy|kilted
mola_gnss_to_markers,MOLAorg,"Takes GNSS (GPS) readings, a MOLA georeferenced map, and publishes markers to visualize the datums as ellipsoids on the map",https://github.com/MOLAorg/mola_gnss_to_markers,63,3,3,0,gnns;gps;mobile-robotics;robotics;ros;ros2;slam,BSD-3-Clause,True,False,False,False,False,3,24,63,2,3,Python;C++;CMake;Shell,MOLAorg/mola_gnss_to_markers,humble|jazzy|kilted
mola_imu_preintegration,MOLAorg,Helper C++ classes to quickly preintegrate IMU measurements between SLAM keyframes,https://github.com/MOLAorg/mola_imu_preintegration,191,16,2,0,,GPL-3.0,True,False,False,False,False,1,120,191,3,16,C++;Python;CMake;Shell,MOLAorg/mola_imu_preintegration,humble|jazzy|kilted
mola_lidar_odometry,MOLAorg,MOLA LiDAR odometry and localization,https://github.com/MOLAorg/mola_lidar_odometry,2446,100,16,3,cpp;lidar;lidar-point-cloud;localization;mapping;mobile-robotics;robotics;ros;ros2;slam,GPL-3.0,True,False,False,False,False,2,653,2446,3,100,C++;Python;C;Shell;CMake,MOLAorg/mola_lidar_odometry,humble|jazzy|kilted
mola_sm_loop_closure,MOLAorg,Offline tool for loop-closure on simple-maps,https://github.com/MOLAorg/mola_sm_loop_closure,364,2,1,0,,GPL-3.0,True,False,False,False,False,1,117,364,1,2,C++;CMake;Shell,MOLAorg/mola_sm_loop_closure,humble
mola_test_datasets,MOLAorg,Small SLAM dataset extracts used for demos or unit tests from the main MOLA repository,https://github.com/MOLAorg/mola_test_datasets,177355,0,3,0,datasets;point-cloud;robotics;ros2;slam,BSD-3-Clause,True,False,False,False,False,2,41,177355,1,0,HTML;CMake;Shell,MOLAorg/mola_test_datasets,humble|jazzy|kilted
move_base_flex,naturerobots,Move Base Flex: A Highly Flexible Navigation Framework,https://github.com/naturerobots/move_base_flex,2988,522,179,33,,BSD-3-Clause,True,False,False,False,False,25,729,2988,23,522,C++;CMake;Python,naturerobots/move_base_flex,humble|jazzy
moveit_msgs,ros-planning,ROS messages used by MoveIt,https://github.com/moveit/moveit_msgs,294,57,143,18,,BSD-3-Clause,True,True,False,False,False,31,279,294,24,57,CMake,moveit/moveit_msgs,humble|jazzy|kilted
moveit_visual_tools,ros-planning,Helper functions for displaying and debugging MoveIt! data in Rviz via published markers,https://github.com/moveit/moveit_visual_tools,2287,169,114,14,,BSD-3-Clause,True,True,False,False,False,25,394,2287,21,169,C++;Python;CMake,moveit/moveit_visual_tools,humble|jazzy|kilted
mp2p_icp,MOLAorg,Multi primitive-to-primitive (MP2P) ICP algorithms in C++,https://github.com/MOLAorg/mp2p_icp,3422,189,28,0,icp;point-clouds;registration;slam,BSD-3-Clause,True,False,False,False,False,3,995,3422,14,189,C++;CMake;C;MATLAB;Python;Shell,MOLAorg/mp2p_icp,humble|jazzy|kilted
